job_company,questions,answers,country,area
Data Scientist at BOLD by Devoteam was asked...,What is your background in Data Science ?,No answer,Portugal,Data Analyst
Business Data Scientist at Parfois was asked...,What is your best quality?,No answer,Portugal,Data Analyst
Data Scientist at Capgemini Engineering was asked...,"Technical questions: What is overfitting. This was the only question. However, this was only the first interview (the following should have more questions).",No answer,Portugal,Data Analyst
Data Analyst at Uniplaces was asked...,How well do you work with Microsoft Excel?,No answer,Portugal,Data Analyst
Data Scientist at INESC-Porto was asked...,Mostly just personal questions with no,No answer,Portugal,Data Analyst
Data Scientist at Smart Consulting was asked...,A brief introduction of myself and my path,No answer,Portugal,Data Analyst
Data Science at Casafari was asked...,How to make more data to train models when you can't collect more?,No answer,Portugal,Data Analyst
Data Scientist at closerlook was asked...,In your opinion what are the most important traits in a data scientist?,No answer,Portugal,Data Analyst
Data Scientist at Cocus was asked...,The pipeline of a machine learning project.,No answer,Portugal,Data Analyst
Data Analyst at Growin was asked...,Which technologies i used in the past,No answer,Portugal,Data Analyst
Data Scientist at Feedzai was asked...,"How would you explain precision, recall and AUC metrics of evaluation?",No answer,Portugal,Data Analyst
Data Scientist at Feedzai was asked...,How do you explain a customer what's precision and recall?,No answer,Portugal,Data Analyst
Senior Data Analyst at OLX Group was asked...,"Business case study, you can use any technology",No answer,Portugal,Data Analyst
BI Data Analyst at Miniclip was asked...,What did you find challenging about your previous job? What do you like doing in your spare time? Why do you think you would be a good fit?,No answer,Portugal,Data Analyst
Data Analyst at Miniclip was asked...,What did you find challenging about your previous job? Why do you think you are suited for this position? What do you like to do in your spare time?,No answer,Portugal,Data Analyst
Data Scientist at FARFETCH was asked...,Preguntas técnicas de programación (a escoger el lenguaje) y de conocimientos de Machine Learning.,No answer,Portugal,Data Analyst
Data Scientist at Imaginary Cloud was asked...,General data science questions Propose and programme solution to a data science task,No answer,Portugal,Data Analyst
Graduate Data Analyst at Vodafone was asked...,"Describe a situation in which you had to adapt to change quickly. Describe a situation in which you worked as a team and faced some challenges. What were your the challenges, your actions, and the outcome? The games were to assess our logic and numerical skills.",No answer,Portugal,Data Analyst
Data Scientist at Aubay was asked...,Which academic project was your favorite?,No answer,Portugal,Data Analyst
Data Scientist at Aubay was asked...,How much do you expect to receive,No answer,Portugal,Data Analyst
Data Analyst at Uniplaces was asked...,What is your professional experience?,No answer,Portugal,Data Analyst
Data Scientist at Casafari was asked...,How do you deal with missing values,No answer,Portugal,Data Analyst
Internship data Science at Smart Consulting Solutions was asked...,What kind of skills I gained in college,No answer,Portugal,Data Analyst
Data Scientist at Smart Consulting was asked...,What kind of experience did I have in similar projects,No answer,Portugal,Data Analyst
Data Scientist at Cocus was asked...,How to deploy models into production?,No answer,Portugal,Data Analyst
Business Data Analyst at Adentis was asked...,Did you ever work with ETL,No answer,Portugal,Data Analyst
Data Scientist at Feedzai was asked...,Choose a machine learning method that you are comfortable with and explain how it works.,No answer,Portugal,Data Analyst
Data Scientist at Feedzai was asked...,Describe a previous project that you worked on.,No answer,Portugal,Data Analyst
L&#39;Oreal Data Analyst Trainee at L'Oréal was asked...,"Many questions about my past experience: most of them about situations where I succeded or failed, what are my good traits and bad traits. Also one or two projects in the area. Why do I see myself working there",No answer,Portugal,Data Analyst
Data Analyst at Uniplaces was asked...,What is your availability?,No answer,Portugal,Data Analyst
Data Scientist at Casafari was asked...,Describe your workflow in a machine learning project to match duplicate ads,No answer,Portugal,Data Analyst
Data Analyst at Casafari was asked...,What are my main hard and soft skills that I could add to the team?,No answer,Portugal,Data Analyst
Data Scientist at Decskill was asked...,What do you value most in a working environment?,No answer,Portugal,Data Analyst
Data Scientist at Smart Consulting was asked...,What is the expected salary,No answer,Portugal,Data Analyst
Data Scientist at Cocus was asked...,What are feature selection mechanisms and PCA?,No answer,Portugal,Data Analyst
Data Analyst at Nestlé was asked...,Se eu já tinha experiencia com o sistema SAP,No answer,Portugal,Data Analyst
Business Data Analyst at Adentis was asked...,what is the salary you want to earn,No answer,Portugal,Data Analyst
Data Scientist at Builtrix was asked...,Questions related to your past work experience. Describe the project in detail. General conceptual questions about machine learning algorithms you know about.,No answer,Portugal,Data Analyst
Data Scientist at Feedzai was asked...,"that is quite fuzzy screening test, with necessary calculations, with short time that you have to read more than once to understand, looks like you are doing exames in school again",No answer,Portugal,Data Analyst
Data Scientist at Feedzai was asked...,Describe two of your past projects that had Machine Learning.,No answer,Portugal,Data Analyst
Data Scientist at Miniclip was asked...,- Technical questions about the challenge,No answer,Portugal,Data Analyst
Junior Data Scientist at FARFETCH was asked...,"They asked me to explain the advantages of my case-study solution to a business person, who don't know anything about to Data Science and Machine Learning.",No answer,Portugal,Data Analyst
Web Developer Junior at Prime IT was asked...,Seu eu sabia o que fazia a Prime IT,Falando o que havia lido a respeito da empresa e de seus metodos de trabalho,Portugal,Web Developer
Web Developer at Leya was asked...,"They asked all the usual job interview questions, specially regarding past professional experience, work I've done and skills I had. They also presented me with a small programming test, where I had to write on paper the general programming logic for the development of an arkanoid-like javascript game from scratch.","I wrote down the general programming logic, in the form of strutured code as required, of the game's development from scratch using oop standards.",Portugal,Web Developer
Web Developer at Landing.jobs was asked...,If I would feel Ok with unpaid extra time every day,Obviously not.,Portugal,Web Developer
Junior Web Developer at iTGROW was asked...,Difference between foreach and map Java functions,"Map returns values, foreach doesn't,...",Portugal,Web Developer
Web Developer at PDM&FC was asked...,I was asked about Java and JavaScript even though the job position was for JavaScript Web Developer,No answer,Portugal,Web Developer
Web Developer at Wiremaze was asked...,What's your salary expectation?,No answer,Portugal,Web Developer
Web Developer at Eticadata was asked...,"Database questions, CRUD",No answer,Portugal,Web Developer
Web Developer at rVisual was asked...,they asked me to fix old broken code without being able to testing it,No answer,Portugal,Web Developer
Web Developer at Wiremaze was asked...,"I was asked to do a simple HTML page, with some CSS, and then apply some Javascript algorithms to it.",No answer,Portugal,Web Developer
Web Developer at Alter Solutions was asked...,What kind of projects that you work?,No answer,Portugal,Web Developer
Web Developer at KCS IT was asked...,Area de Preferencias? Linguagens que sentes confortavel? Ingles? O que fazes nos tempos livres?,No answer,Portugal,Web Developer
Junior Web Developer at iTGROW was asked...,If I had knowlegde on design patterns and naming conventions,No answer,Portugal,Web Developer
Front End Web Developer at Movvo was asked...,Why do you want to work here,No answer,Portugal,Web Developer
Junior Web Developer at Bee Engineering was asked...,What's your Technology Stack and future preferences for a career plan?,No answer,Portugal,Web Developer
Full Stack Web Developer at Streetbees was asked...,If I really want to embrace a new challenge and why streetbees can fulfill my expectations.,No answer,Portugal,Web Developer
Full Stack Web Developer at ITSector was asked...,What are the SOLID principles?,No answer,Portugal,Web Developer
Full Stack Web Developer at ITSector was asked...,What are the 4 principles of Object Oriented Programming?,No answer,Portugal,Web Developer
Full Stack Web Developer at ITSector was asked...,"What is the difference between a left, right and inner join ?",No answer,Portugal,Web Developer
Senior Web Developer at EdirectInsure Group was asked...,Request to make a small changelle. Create a task manager using php and ajax.,No answer,Portugal,Web Developer
Full Stack Web Developer at Streetbees was asked...,If I really want to embrace a new challenge and why streetbees can fulfill my expectations.,No answer,Portugal,Web Developer
Full Stack Web Developer at ITSector was asked...,What is the difference between an interface and an abstract class?,No answer,Portugal,Web Developer
Full Stack Web Developer at ITSector was asked...,Can an abstract class be instantiated?,No answer,Portugal,Web Developer
Junior Web Developer at iTGROW was asked...,Difference between Continuous Integration and Continuous Delivery,No answer,Portugal,Web Developer
Junior Web Developer at iTGROW was asked...,Difference between PUT and POST,No answer,Portugal,Web Developer
Junior Web Developer at iTGROW was asked...,"Difference between AngularJS and Angular2, also if I had any knowlegde in React",No answer,Portugal,Web Developer
Web Developer at Sam-Sys was asked...,Where you are yourself in five years,No answer,Portugal,Web Developer
Web Developer at High Creative Studio was asked...,They asked about problem solving skills.,No answer,Portugal,Web Developer
Web Developer at Novabase was asked...,"In the first step there was some question, like binary question, that i didn't know because i haven't learn that.",No answer,Portugal,Web Developer
Web Developer at Randstad was asked...,Why had I left my previous job in another company,No answer,Portugal,Web Developer
Web Developer at ITSector was asked...,Qual é a motivação? O seu percurso.,No answer,Portugal,Web Developer
Full Stack Web Developer at ITSector was asked...,On a blank board do a simple algorithm to find a capicua.,No answer,Portugal,Web Developer
UX Designer at Sport Zone was asked...,Can you work under pressure?,Yes.,Portugal,UX/UI Designer
UX Designer at Sport Zone was asked...,Why do you want to leave you actual job?,I want a new experience.,Portugal,UX/UI Designer
UX Designer at Sport Zone was asked...,Talk about you and your experience.,I just focused on my experience.,Portugal,UX/UI Designer
UI & UX Designer at BNP Paribas was asked...,Previous experiences with data visualization,No answer,Portugal,UX/UI Designer
UX Designer at Zalando was asked...,"The interview was more about my experience, method and processes. It was not very technical.",No answer,Portugal,UX/UI Designer
UI/UX Designer at Pixelmatters was asked...,What is for you/your understading of UI/UX Design?,No answer,Portugal,UX/UI Designer
Ui\Ux Designer at YGroup Companies was asked...,"If you had to validate this solution, how would you test it?",No answer,Portugal,UX/UI Designer
UX Designer at Sport Zone was asked...,What do you expect from this job?,Be happy doing what I love to do. A fair salary. Grow as a professionnal.,Portugal,UX/UI Designer
UX Designer at Feedzai was asked...,They questioned Front-End Development instead of UX Design related ones. Also almost mocked about Design Thinking.,No answer,Portugal,UX/UI Designer
Sr UX Designer 2 at Springer Nature was asked...,"Tell me about your experience, explain your design process",No answer,Portugal,UX/UI Designer
UI/UX Designer at OutSystems was asked...,Describe the UX process you are aware of.,No answer,Portugal,UX/UI Designer
UI Designer at WIT Software was asked...,Why do you want to join us? What motivates you?,"To live and learn, to contribute and to evolve, because what motivates me to do this, my children.",Portugal,UX/UI Designer
UX-UI Designer at NDrive was asked...,- Why were i interested in working there and how could i bring value to the team,No answer,Portugal,UX/UI Designer
UI & UX Designer at BNP Paribas was asked...,Previous experiences with data visualization,No answer,Portugal,UX/UI Designer
UI/UX Designer at Pixelmatters was asked...,What is for you/your understading of UI/UX Design?,No answer,Portugal,UX/UI Designer
Ui\Ux Designer at YGroup Companies was asked...,"If you had to validate this solution, how would you test it?",No answer,Portugal,UX/UI Designer
UX-UI Designer at BOOST IT was asked...,The interview was mostly a Q&A session based on specific topics I mentioned while talking about my career path.,No answer,Portugal,UX/UI Designer
User Experience/UI Designer at Blip was asked...,"Regular questions about your method, collaboration, background and experience.",No answer,Portugal,UX/UI Designer
UI/UX Designer at OutSystems was asked...,Describe the UX process you are aware of.,No answer,Portugal,UX/UI Designer
Data Analyst at Electronic Arts was asked...,What was one of the biggest challenge on your last work? Are you more an analytical or creative person?,I answered with a challenge I had when I had to start a unit from scratch.,Spain,
Business Intelligence and Data Science Analyst at Atrapalo was asked...,How many universes did I managed,Really I have enough with mine ;),Spain,
Data Scientist at Typeform was asked...,How experienced are you with SQL?,Sounds about right -- shady company.,Spain,
Data Scientist at King was asked...,How would you implement a factorial function with no for loops?,Recursion function factorial(n) { if n = 0 return 1 else return n * factorial(n-1) },Spain,
Data Analyst/Data Scientist at Boston Consulting Group was asked...,Specific bussiness related questions to a case problem about airlines competition between companies.,Calculations. You only have 1:30 seconds per question and I answered less than half of the questions,Spain,
Junior Data Analyst at Criteo was asked...,How many mattresses have been sold in UK over the past year?,I calculated,Spain,
"Data Analyst, Business Analyst at Criteo was asked...",Guessitmation Question--- How many mattress are sold in the UK each year?,No answer,Spain,
Data Analyst at Accenture was asked...,Where do you see yourself in 5 years,No answer,Spain,
"Consultant, Data Analyst at SDG Group was asked...",Que te ha hecho apuntarte en esta oferta?,por mi futuro laboral,Spain,
Senior Data Analyst at McKinsey & Company was asked...,There was an unexpected math test after the PST which was difficult for someone who has not done permutations and whatnot in a while.,Still waiting for first round.,Spain,
HR Reward & Data Analyst at TravelPerk was asked...,"Sounds that you are happy in your current company, why do you really want to join TK?",,Spain,
Data Analyst at Glovo was asked...,Puedes explicar el código que escribiste?,Sustentar lo que se hizo.,Spain,
Data Scientist at Accenture was asked...,What is your familiarity with statistical methods and passed projects ?,"Naming some previous work, studies and methods I used in my work. Bayesian networks, Some example of optimization problems.",Spain,
Intern data scientist at ExoClick was asked...,"Analyse a dataset of views per ad_type, and predict the eCPM for the next days.",Use time series analysis.,Spain,
Data Analyst at Amazon was asked...,1)What do you do when a customer is not satisfied with a company product? ( I would be very happy if somebody tells me the relationship between the position title and the question) 2) What is the KNN in the machine learning? (Very funny) 3) Do you help other employees if needed?,"They are testing you on their first principle, which is ""Customer Obsession"". It's about how much value you give to the customer experience, the end customer can also be a client here.",Spain,
Data Scientist at Trovit was asked...,How do you think your skills are useful to the position?,"I come from a research institution and the position, although slightly different from my background, was a applied research position. Personally, I think the skills I gained during my Ph.D. and postdoc completely suit the demands of the company since it is a job I have done already.",Spain,
Data Analyst at Center for Genomic Regulation was asked...,"There was some question for doing something on computer, but they didn't give me a prepared one for that, I had to use my own laptop, most time spent on download necessary stuff, didn't finish the task.","Except the one where I had to use my laptop, all answered ARAIR.",Spain,
Data Scientist at EY was asked...,¿Como consideras tu nivel de inglés?,Nivel intermedio,Spain,
Game Data Scientist/Analyst at Socialpoint was asked...,Why am I interested in this role at this company? They wanted to make sure I was passionate about the industry.,"With sincerity. I love video games and data science, so the position and company were great fits.",Spain,
Senior Data Scientist at Glovo was asked...,How would you evaluate a forecast,"depending on the forecasting: Mainly there are 2 kinds (there are more) of forecasting, a numerical( a real number) or categorical (True/False). * for numerical forecasting the most usual metric is RMSE [Root Mean Square Error] * for categorical the most common one is AUC-ROC or AUC [Area Under the Curve of Recovery Operating Characteristic]",Spain,
Senior Data Scientist at Glovo was asked...,How would you evaluate a forecast,,Spain,
Senior Data Scientist at NTT Ltd. was asked...,"As I said before solve problems of nested list, pointers in C++, bayesian and deep learning and its mathematical details.","Text books answers, that usually are not used in real life problems. But they ask a lot details in the mathematical approach, equations (write them in a white board)",Spain,
Data Analyst at YGroup Companies was asked...,"Cuantos gramos de jamon serrano se cosumieron en España el 24 de diciembre ? Una marca de bolsos vende en todo España y quiere crecer en su venta online, como le hace?",No answer,Spain,
Data Scientist at Endesa S.A. was asked...,"Preguntas del tipo que has estudiado, por que te interesa la compañia, que conoces de la compañia...",No answer,Spain,
Data Analyst at YGroup was asked...,Experiencia previa como consultor. Adaptacion de mis proyectos a la realidad de la pandemia,No answer,Spain,
Junior Data Analyst at 360 Talent Acquisition was asked...,No llegué a avanzar la entrevista. Muy maleducados.,No answer,Spain,
Data Science at S2 Grupo was asked...,"Deep knowledge of fundamentals of machine learning, data mining and statistical predictive modeling, and extensive experience applying these methods to real world problems Strong skills in software prototyping and engineering with expertise in applicable programming and analytics languages (Python, R, C/C++) and various open source machine learning and analytics packages to generate deliverable modules and prototype demonstrations of their work Desired interdisciplinary skills include big data technologies, ETL, statistics and causal inference, Deep Learning, modeling and simulation Breadth of skills and experience in machine learning diverse types of data, diverse data sources, dfferent types of learning models, diverse learning settings Ability and inclination to work in multi-disciplinary environments, and desire to see ideas realized in practice Experience and knowledge in services domains such as business process outsourcing systems, transportation systems, healthcare systems and financial services is valued Demonstrated ability to propose novel solutions to problems, performing experiments to show feasibility of their solutions and working to refine the solutions into a real-world context Strong analytical, written, and verbal communication skills",No answer,Spain,
Data Scientist at McKinsey & Company was asked...,"Sobre experiencias pasadas, relacionadas con trabajos anteriores.",No answer,Spain,
Data Scientist at McKinsey & Company was asked...,"Short programming questions. Multiple choice, reoder code, complete code, etc.",No answer,Spain,
Data Scientist at McKinsey & Company was asked...,"Preguntas generales en la entrevista telefonica y preguntas técnicas matematicas, estadistica, programacion en python en hackerrank",No answer,Spain,
Data Analyst at Basebone was asked...,Are you a BDA? Would you administer Cassandra? What is the most difficult part of data analysis?,No answer,Spain,
Data Analyst at Basebone was asked...,Do you mind to work in a fast changing environment?,No answer,Spain,
Data Scientist at Cabify was asked...,Design an A/B test for a real scenario.,No answer,Spain,
Data Scientist at Cabify was asked...,Describe the last project you were involved in.,No answer,Spain,
Data Scientist at ExoClick was asked...,They gave me a simple dataset and a recipe to do something,No answer,Spain,
Data Scientist at Typeform was asked...,Two typical questions to check coding skills involving logic implementation to solve a problem with lists/strings etc,No answer,Spain,
Data Analyst at Atmira was asked...,¿Hasta donde dominas de Qlik? ¿Qué conoces de la herramienta?,No answer,Spain,
Data Analyst at Apple was asked...,- How do you keep motivated when you are doing a repetitive task? - What do you think about AI? - What do you do when you join a new team?,No answer,Spain,
Data Scientist at King was asked...,Which coding practices make a good code?,No answer,Spain,
Data Science Intern at King was asked...,How would the distribution of Candy Crush players over the levels of the game look like?,No answer,Spain,
Data Scientist at King was asked...,All questions I got have already been posted.,No answer,Spain,
Data Scientist at King was asked...,Which coding practices make a good code?,No answer,Spain,
Data Science Intern at King was asked...,How would the distribution of Candy Crush players over the levels of the game look like?,No answer,Spain,
Data Analyst at Returnly was asked...,"- Test on Stats and SQL - An assignment was given , it had the data for a particular merchant, you have to analyse their data and finally make a presentation to convince the merchant by making him see the value added by returnly to his business",No answer,Spain,
Data Analyst at Qustodio was asked...,How does a Random Forest make each tree unique,No answer,Spain,
Data Analyst at Preply was asked...,How do you solve problems?,No answer,Spain,
Game Data Analyst at Socialpoint was asked...,What metrics would you use to measure user enjoyment of a new feature?,No answer,Spain,
Data Scientist at Socialpoint was asked...,Given some databases write a query to extract some data in SQL.,No answer,Spain,
Junior Data Scientist at Glovo was asked...,Cómo estimarías el tiempo de elaboración de un pedido y qué proceso seguirías para automatizarlo.,No answer,Spain,
Data Analyst at Glovo was asked...,Por qué buscaba un cambio de trabajo?,No answer,Spain,
Data Analyst at Glovo was asked...,"Questions about the CV. Then simple questions about Glovo case studies. Asked if I knew SQL, explain what's WHERE and HAVING.",No answer,Spain,
Data Analyst at Glovo was asked...,"Si tuvieras que descartar uno de los valores de Glovo ,cuál sería?",No answer,Spain,
Operations Data Analyst at Stuart was asked...,What do you think you can offer to the team,No answer,Spain,
Data Analyst at Allianz was asked...,Software: cuál uso y si tengo interés por aprender los que usan ellos.,No answer,Spain,
Language Data Analyst at TransPerfect was asked...,"Espectativas salariales, experiencias previas... Lo tipico.",No answer,Spain,
Internship As A Data Analyst at Amazon was asked...,Tell me a time when you came up with a creative solution to a problem,No answer,Spain,
Data Scientist at BBVA was asked...,Dónde te ves en 5 años?,No answer,Spain,
Data Analyst at Ecolab was asked...,How would you prefer your manager's personality to be?,No answer,Spain,
Data Analyst at Criteo was asked...,I had to prepare an analytical case study,No answer,Spain,
Data Analyst at Criteo was asked...,- CV review & relevant experience - Industry questions - Criteo's business model - Brain teasers - Own motivation for the position and company,No answer,Spain,
Data Analyst at Criteo was asked...,I had to prepare an analytical case study,No answer,Spain,
Data Analyst at Criteo was asked...,- CV review & relevant experience - Industry questions - Criteo's business model - Brain teasers - Own motivation for the position and company,No answer,Spain,
Data Scientist at Seedtag was asked...,"Lots of questions about data science (search top data science questions) and basic software engineering (HTTP, TCP, scraping, APIs)",No answer,Spain,
Data Analyst at Tinámica was asked...,The resolution of some computer programming quiz,No answer,Spain,
analista de datos at everis was asked...,¿Motivaciones? ¿Donde te ves en unos meses? ¿Me podrías describir el curso de tu formación y desarrollo profesional?,No answer,Spain,
Data Analyst at Basebone was asked...,How do you face internal conflicts at work?,No answer,Spain,
Data Analyst at Basebone was asked...,"In the case, let's say you had a kid or buy a new puppy, what do you think about asking for an unpaid leave to care bout it?",No answer,Spain,
Head of Data Science at Verse was asked...,"Typical: What do you master in terms of DS. What kind of projects have you worked on, communication skills based questions...",No answer,Spain,
Data Science at Typeform was asked...,"Some SQL, Python and logical questions, attitude screening",No answer,Spain,
Data Analyst at Atmira was asked...,¿Hasta dónde dominas de R?,No answer,Spain,
Data Analyst at Returnly was asked...,Bussines case relacionado con la empresa,No answer,Spain,
Data Analyst at King was asked...,How would you test significance,No answer,Spain,
Data Analyst at Allianz was asked...,Nivel de software (tanto desarrollo como visualización) remotamente relacionado con los que se usa en la compañía.,No answer,Spain,
Data Analyst at Glovo was asked...,Preguntas técncicas concretas sobre SQL,No answer,Spain,
Data Analyst at Glovo was asked...,Describe a clustering algorithm like Kmeans,No answer,Spain,
Data Analyst at Glovo was asked...,"Problema de SQL, problema de Data Analytics en Python, caso de negocio A/B testing",No answer,Spain,
Data Analyst at Glovo was asked...,"Preguntas RRHH: Motivaciones, desarrollo profesional, proyectos actuales. Preguntas técnicas: Resolver un problema con el entrevistador sobre un test A/B y responder a preguntas relacionadas con los datos y la forma de evaluar el test. Todas las preguntas orientadas a la estadísitca",No answer,Spain,
Internship As A Data Analyst at Amazon was asked...,Tell me a time you challenged the status quo,No answer,Spain,
Data Scientist at Amadeus was asked...,Figure out how many passengers MAD has each year without any further info.,No answer,Spain,
Data Analyst at Capgemini was asked...,"Previa experiencia, conocimientos del sector, típica pregunta de procesamiento cognitivo. Nada del otro mundo.",No answer,Spain,
"Analyst, Data Science and Analytics at Criteo was asked...",Explain what Criteo does to your Grandmother,No answer,Spain,
Data Analyst at Capgemini was asked...,"Previa experiencia, conocimientos del sector, típica pregunta de procesamiento cognitivo. Nada del otro mundo.",No answer,Spain,
Data Scientist at Seedtag was asked...,Explain how you can build a web scraper,No answer,Spain,
Data Analyst at T-Systems was asked...,Revisión curricular y caso de market sizing apenas explicado.,No answer,Spain,
Data Scientist at Proximity was asked...,They asked me about what programming languages did I master,No answer,Spain,
Data Scientist at McKinsey & Company was asked...,"Tell me about a time when you were in a team, you found an big issue and you lead the team to solve it.",No answer,Spain,
Senior Data Scientist at Cabify was asked...,"Complete a data challenge. Two parts: (1) Airbnb testing one of their features, (2) a randomized experiment and causal modeling.",No answer,Spain,
Junior Data Analyst at MSD was asked...,¿Problemas que has superado? ¿Cómo te defines?,No answer,Spain,
Data Analyst at LaLiga was asked...,Experiencia previa y conocimientos técnicos,No answer,Spain,
Data Analyst at Atmira was asked...,¿Cuál es mi disponibilidad?,No answer,Spain,
Junior Data Scientist at P3 Group was asked...,Mainly questions about my previous education and projects I had been involved. I was asked to present a bit of the project I was working on.,No answer,Spain,
Junior Data Scientist at P3 Group was asked...,"Not too difficult questions, just my availability and my educational background",No answer,Spain,
Data Scientist Trainee at Urgo Medical was asked...,Dónde me veía en un futuro,No answer,Spain,
Data Scientist at King was asked...,Marketing experience,No answer,Spain,
Senior Data Scientist at King was asked...,They asked how I would solve a user segmentation situation.,No answer,Spain,
Data Analyst at Returnly was asked...,HackerRank sobre Python y SQL,No answer,Spain,
Científico De Datos at Equifax was asked...,Qué crees que hace Equifax??,No answer,Spain,
Data Analyst at The Workshop was asked...,Cómo te describirías; tus puntos débiles; tus puntos fuertes...,No answer,Spain,
Data Analyst at LIFULL Connect was asked...,"They asked me about my previous experience, knowledge about certain topics related to the position, examples of projects in which I participated",No answer,Spain,
Junior Data Analyst at HolaLuz was asked...,Porquè Holaluz? Qué nos puedes explicar sobre ti?,No answer,Spain,
Junior Data Scientist at HP Inc. was asked...,"SQL quieries, data science related questions: data processing, wrangling, cleaning techniques and methods.",No answer,Spain,
Científico De Datos at BBVA was asked...,"Preguntas básicas de estadística frecuentista, comprension de queries en SQL y analisis de los resultados de una regresión lineal",No answer,Spain,
Data Scientist at Stuart was asked...,"Algorithmics, combinatorial optimization, Python coding",No answer,Spain,
Senior Data Analyst at Stuart was asked...,Hiring manager: What do you expect from your manager?,No answer,Spain,
Operations Data Analyst at Stuart was asked...,Why do you want to work at Stuart,No answer,Spain,
Data Analyst Intern at Stuart was asked...,Unas pocas funciones a hacer en Python. Esperan soluciones eficientes y que aprovechen la potencia del lenguaje.,No answer,Spain,
Senior Data Analyst at Stuart was asked...,"- Tell us about an exciting project where your data analysis skills added great value. - Are you comfortable working with SQL + Python? - What are you looking for in this job? Exploring general interests, team fit, and reasons for applying.",No answer,Spain,
Data Scientist at Stuart was asked...,A Data Science assignment.,No answer,Spain,
Data Analyst at Glovo was asked...,Conoces el Teorema del Límite Central?,No answer,Spain,
Data Analyst at Glovo was asked...,To which country would you expand the company?,No answer,Spain,
Data Scientist at Stuart was asked...,A Data Science assignment.,No answer,Spain,
Senior Data Analyst at Stuart was asked...,Hiring manager: What do you expect from your manager?,No answer,Spain,
Científico De Datos at BBVA was asked...,"Preguntas básicas de estadística frecuentista, comprension de queries en SQL y analisis de los resultados de una regresión lineal",No answer,Spain,
Data Analyst for Finance at Amazon was asked...,talk about yourself,No answer,Spain,
Data Analyst at Ecolab was asked...,What is your experience with Data Visualization?,No answer,Spain,
Data Analyst at Ecolab was asked...,Tell me more about yourself.,No answer,Spain,
Data Scientist at Labelium was asked...,"- Do you mind working surrounded by dogs at the office? (for real) - How do you feel about working in an unusual field for you? - Are you used to talk in public? - How is your English? And French? - This job also involves not working in ""rocket science"" projects sometimes, how do you feel about that? - How good are your SQL and DBT skills?",No answer,Spain,
Data Scientist at Capgemini was asked...,Intercambio de preguntas y respuestas (perfil RRHH),No answer,Spain,
Data Scientist at Seedtag was asked...,Build (design and implement) a machine learning model that classifies text into categories,No answer,Spain,
Data Scientist at The Keenfolks was asked...,Preguntas generales sobre mi trayectoria profesional. Un assesment técnico.,No answer,Spain,
Junior Data Scientist at Viva Aqua Service Spain was asked...,¿Que conocia de Aquaservice?,No answer,Spain,
Data Analyst at Basebone was asked...,Do you know how to code in php?,No answer,Spain,
Data Scientist at Badi was asked...,What are your career prospects in Badi?,No answer,Spain,
Data Scientist at Olympic Channel Services was asked...,Relevant past experience.,No answer,Spain,
Data Scientist at Typeform was asked...,Tell me about a project/experience you did not like,No answer,Spain,
Data Science Consultant at Management Solutions was asked...,Find the solutions for the island in a trouble,No answer,Spain,
Junior Data Scientist at ETS Asset Management Factory was asked...,Do you see yourself working in the company? Why?,No answer,Spain,
Entry Level Data Scientist at King was asked...,What is an a/b test?,No answer,Spain,
Junior Data Scientist at King was asked...,"Walk me through your cv, tell me about a project you did, etc",No answer,Spain,
Data Scientist at King was asked...,"If a give you access to all our database, what is the first thing you would look at?",No answer,Spain,
Data Scientist at King was asked...,"If a give you access to all our database, what is the first thing you would look at?",No answer,Spain,
Data Scientist at King was asked...,Do you know and have used AB testing?,No answer,Spain,
Entry Level Data Scientist at King was asked...,What is an a/b test?,No answer,Spain,
Data Scientist at King was asked...,Describe some statistical modeling techniques you have used.,No answer,Spain,
Data Analyst at Preply was asked...,How can my back ground be an asset for this position?,No answer,Spain,
Data Analyst at The Workshop was asked...,Disponibilidad para moverte a las oficinas,No answer,Spain,
Data Analyst at The Workshop was asked...,Cómo aclararías distintos KPIs hablando con un hipotético cliente,No answer,Spain,
Data Analyst Intern at Stuart was asked...,Un test bastante largo en el que había que analizar dos datasets.,No answer,Spain,
Data Scientist at Stuart was asked...,A multiple-choice test covering Computer Science / Probability / Machine Learning / Math.,No answer,Spain,
Data Scientist at Stuart was asked...,An online coding test.,No answer,Spain,
Data Analyst Intern at Glovo was asked...,How would you explain the confidence level to someone who does not know statistics at all?,No answer,Spain,
Data Analyst at Glovo was asked...,About Glovos business model and my background,No answer,Spain,
Data Scientist at Zurich Insurance was asked...,Where I see my self in 5 years,No answer,Spain,
Data Scientist at Zurich Insurance was asked...,1. Introduce yourself. 2. Experience dealing with clients? 3. Are you familiar with PoC? 4. Can you work in an autonomous way?,No answer,Spain,
Data Scientist at Amadeus was asked...,Which airports correspond to these IATA codes: ...,No answer,Spain,
Data Science at Atos was asked...,Are you familiar with X (some common technology)?,No answer,Spain,
Data Analyst Intern at Ecolab was asked...,Que conoces de la empresa? Porque aplicaste? etc,No answer,Spain,
Data Analyst at Ecolab was asked...,Why are you studing your degree?,No answer,Spain,
Data Analyst at Accenture was asked...,"General questions about my background, no real technical interview",No answer,Spain,
Data Science Analyst at Criteo was asked...,Personal questions about my career. Situational questions about past working experiences (ex: tell me about a time you had to deal with a stressful situation). Small market sizing problem. Finally I was able to ask questions to the interviewer about the position and the company.,No answer,Spain,
